source_dataset,source_record_id,domain,category,generated_user_text,generated_context,generated_goal,generated_entities,generated_missing_information,generated_execution_plan,generated_tool_calls,generated_expected_response,generated_success_criteria,generation_model,generation_stage
CLINC150,CLINC150_006163,finance,finance/cards,would i need to get a visa to go to ireland,,User wants to query account balance or available funds. based on: 'would i need to get a visa to go to ireland'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_a9daef17"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006113,finance,finance/cards,is it necessary to apply for a tourist visa for mexico,,User wants to query account balance or available funds. based on: 'is it necessary to apply for a tourist visa for mexico'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_20372515"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006197,finance,finance/cards,is an international visa needed to travel to z,,User wants to query account balance or available funds. based on: 'is an international visa needed to travel to z'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_1e59d5ba"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006133,finance,finance/cards,do i need a visa to travel to mexico,,User wants to query account balance or available funds. based on: 'do i need a visa to travel to mexico'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_fcdbfd21"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006101,finance,finance/cards,do i need to get a visa to visit canada,,User wants to query account balance or available funds. based on: 'do i need to get a visa to visit canada'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_704122fe"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006169,finance,finance/cards,do i need a visa to go there,,User wants to query account balance or available funds. based on: 'do i need a visa to go there'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_dee2f64c"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006111,finance,finance/cards,do i need a tourist visa for europe,,User wants to query account balance or available funds. based on: 'do i need a tourist visa for europe'.,"{""currency"": ""EUR""}",[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_4a66e4fb"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {\""currency\"": \""EUR\""}}]}""}}]",I have initiated check balance with details (currency: EUR).,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006129,finance,finance/cards,do i need to get a visa for traveling to chile,,User wants to query account balance or available funds. based on: 'do i need to get a visa for traveling to chile'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_2f6242a5"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006120,finance,finance/cards,do i need an international visa to go to hong kong,,User wants to query account balance or available funds. based on: 'do i need an international visa to go to hong kong'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_a3452705"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006115,finance,finance/cards,does moscow require travel visas to visit,,User wants to query account balance or available funds. based on: 'does moscow require travel visas to visit'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_53b373f5"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006144,finance,finance/cards,i am going to germany soon do i need a visa,,User wants to query account balance or available funds. based on: 'i am going to germany soon do i need a visa'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_d5e32264"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006180,finance,finance/cards,do i need to apply for a visa to visit dnipro,,User wants to query account balance or available funds. based on: 'do i need to apply for a visa to visit dnipro'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_d01b5c9a"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006173,finance,finance/cards,if i go to canada next month do i need a visa,,User wants to query account balance or available funds. based on: 'if i go to canada next month do i need a visa'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_833f28fe"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006116,finance,finance/cards,would i need a travel visa to go to the congo,,User wants to query account balance or available funds. based on: 'would i need a travel visa to go to the congo'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_25829aa7"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006127,finance,finance/cards,let me know if i need an international visa to go to sudan,,User wants to query account balance or available funds. based on: 'let me know if i need an international visa to go to sudan'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_fd281c95"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006157,finance,finance/cards,should i get a visa before going to cancun,,User wants to query account balance or available funds. based on: 'should i get a visa before going to cancun'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_8152322f"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006179,finance,finance/cards,does laos require a travel visa,,User wants to query account balance or available funds. based on: 'does laos require a travel visa'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_d476d86c"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006165,finance,finance/cards,might i need to get a visa to travel to venezuela,,User wants to query account balance or available funds. based on: 'might i need to get a visa to travel to venezuela'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_b27f5b25"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006107,finance,finance/cards,will i have to apply for a visa if i want to visit mexico,,User wants to query account balance or available funds. based on: 'will i have to apply for a visa if i want to visit mexico'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_d1063e63"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006182,finance,finance/cards,visa's are hard to get do i need one when i travel to israel,,User wants to query account balance or available funds. based on: 'visa's are hard to get do i need one when i travel to israel'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_dc4c7ff9"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006166,finance,finance/cards,"i'm going to be going to canada soon, do they require a visa for entry",,"User wants to query account balance or available funds. based on: 'i'm going to be going to canada soon, do they require a visa'.",{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_05bfa2d6"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006104,finance,finance/cards,i want to visit portugal do i need a travel visa,,User wants to query account balance or available funds. based on: 'i want to visit portugal do i need a travel visa'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_c67df22c"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006137,finance,finance/cards,do i need a visa to scotland,,User wants to query account balance or available funds. based on: 'do i need a visa to scotland'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_9db6bfc9"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006141,finance,finance/cards,i am going to russia and am wondering if i need a visa,,User wants to query account balance or available funds. based on: 'i am going to russia and am wondering if i need a visa'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_3676f2b7"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006175,finance,finance/cards,"i'm going to canada soon, do i need a visa",,"User wants to query account balance or available funds. based on: 'i'm going to canada soon, do i need a visa'.",{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_eec73e49"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006193,finance,finance/cards,does ireland require an international visa,,User wants to query account balance or available funds. based on: 'does ireland require an international visa'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_05cf3302"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006124,finance,finance/cards,i'm going to jamaica next week; am i needing a visa,,User wants to query account balance or available funds. based on: 'i'm going to jamaica next week; am i needing a visa'.,"{""date"": ""next week""}",[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_e761dd8e"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {\""date\"": \""next week\""}}]}""}}]",I have initiated check balance with details (date: next week).,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006151,finance,finance/cards,do i need a visa to spain,,User wants to query account balance or available funds. based on: 'do i need a visa to spain'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_9a9a83d4"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006149,finance,finance/cards,do i need a visa for germany,,User wants to query account balance or available funds. based on: 'do i need a visa for germany'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_8c5007d2"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006126,finance,finance/cards,i'm going to mexico; do i need an international via,,User wants to query account balance or available funds. based on: 'i'm going to mexico; do i need an international via'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_eae90203"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006198,finance,finance/cards,"i want to go to korea, do i need an international visa",,"User wants to query account balance or available funds. based on: 'i want to go to korea, do i need an international visa'.",{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_0ef6278d"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006131,finance,finance/cards,i need to know if i need a visa to travel to el salvador,,User wants to query account balance or available funds. based on: 'i need to know if i need a visa to travel to el salvador'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_2399a0c0"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006123,finance,finance/cards,i need to know if i must have an international visa to go to france,,User wants to query account balance or available funds. based on: 'i need to know if i must have an international visa to go to'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_c6cc2ec1"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006153,finance,finance/cards,do i need an international visa to go to england,,User wants to query account balance or available funds. based on: 'do i need an international visa to go to england'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_56372a78"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006235,other,other/out_of_scope,how do you go about jump starting a car battery,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'how do you go about jump starting a car battery'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006255,other,other/out_of_scope,what is the procedure to jump start a car,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'what is the procedure to jump start a car'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006243,other,other/out_of_scope,can you tell me how to jump start the car,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'can you tell me how to jump start the car'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006206,other,other/out_of_scope,whats the best way to jump start a battery,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'whats the best way to jump start a battery'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006281,other,other/out_of_scope,whats the safest way to jump start a car,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'whats the safest way to jump start a car'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006280,other,other/out_of_scope,how do you do a jump start,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'how do you do a jump start'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006225,other,other/out_of_scope,where should i go to get my dead car battery checked out,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'where should i go to get my dead car battery checked out'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006269,other,other/out_of_scope,what do i do to jump start my battery,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'what do i do to jump start my battery'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006265,other,other/out_of_scope,how does one jump a car,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'how does one jump a car'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006289,other,other/out_of_scope,what's the method of jumping my car,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'what's the method of jumping my car'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006258,other,other/out_of_scope,"if i think my car battery is dead, what steps should i take to fix it",,"User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'if i think my car battery is dead, what steps should i take '.",{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006299,other,other/out_of_scope,how can i start my car using a jump start,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'how can i start my car using a jump start'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006217,other,other/out_of_scope,could you teach me how to jump start a car,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'could you teach me how to jump start a car'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006298,other,other/out_of_scope,how should i proceed if my car won't start and i think it's the battery,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'how should i proceed if my car won't start and i think it's '.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006215,other,other/out_of_scope,hey do you know how to jump start a car battery,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'hey do you know how to jump start a car battery'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006242,other,other/out_of_scope,what is the way to jump start the car,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'what is the way to jump start the car'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006296,other,other/out_of_scope,what do i do if i think my car battery's dead,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'what do i do if i think my car battery's dead'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006277,other,other/out_of_scope,i need to jump start my car what do i do,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'i need to jump start my car what do i do'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006222,other,other/out_of_scope,i need to do something about my dead car battery,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'i need to do something about my dead car battery'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006247,other,other/out_of_scope,find repair shop that will diagnosis dead car battery,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'find repair shop that will diagnosis dead car battery'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006253,other,other/out_of_scope,what are some ways to jump start a car,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'what are some ways to jump start a car'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006271,other,other/out_of_scope,"my car needs jump started, find me directions",,"User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'my car needs jump started, find me directions'.",{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006288,other,other/out_of_scope,what should i do if my car battery is dead,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'what should i do if my car battery is dead'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
CLINC150,CLINC150_006209,other,other/out_of_scope,how do i fix a dead car battery,,User wants to a user request that falls outside supported assistant capabilities or domain bounds. based on: 'how do i fix a dead car battery'.,{},[],"[""Provide conversational response directly.""]",[],I cannot fulfill this request as it is outside my supported assistant capabilities.,"[""Successfully processed out_of_scope.""]",qwen/qwen3.8-27b:free,schema_completion
