raw_text,source
"appreciated, olly.",HWU64
show me movie times,HWU64
if i call mike in california at six pm what will his time be,HWU64
play the next episode of drunks and dragons please,HWU64
cease operating lights,HWU64
remove set alarm,HWU64
erase my appointment for march seven,HWU64
what is the current time in chennai,HWU64
please delete bananas from my shopping list,HWU64
the song in background is cool,HWU64
whatever is good.,HWU64
play wuthering heights from where i left off,HWU64
where should i go for mexican food in me area,HWU64
have no idea for what to choose.,HWU64
romantic light setting please,HWU64
what is one dollar in euros,HWU64
please lower the shuffle rate of hips don't lie,HWU64
ticket for bombay,HWU64
check the weather app to see if,HWU64
convert current time from ist to est,HWU64
buy a train ticket to cleveland for april fourteenth,HWU64
on what date is easter this year,HWU64
what's the temperature,HWU64
please play program on xmtune,HWU64
increase the volume of the music to ninety,HWU64
what new messages do i have,HWU64
change the lights into green,HWU64
put on the god of small things,HWU64
delete all my appointments for today,HWU64
prepare coffee,HWU64
it's coffee time,HWU64
any new emails for me,HWU64
"you are hero,, olly.",HWU64
when is the next train to b street,HWU64
please play the song joy to the world,HWU64
remove pepper from my grocery list,HWU64
"i think you made mistake, please change this.",HWU64
do i have any thing going on at five,HWU64
near by grocery,HWU64
reserve a taxi,HWU64
do i have an alarm set for today,HWU64
add eggs to my grocery list,HWU64
turn off the alarm for tomorrow morning,HWU64
do i have any new email,HWU64
what is the nine am cst to est,HWU64
please start an email for my sister,HWU64
play the podcast named ringcast,HWU64
set an alarm for two pm,HWU64
color the lights red,HWU64
my new health check up new list,HWU64
make a calendar entry for next saturday at ten am please,HWU64
change the media room lights from purple to green,HWU64
find me the recipe for a cake,HWU64
please purchase me a train ticket to atlanta,HWU64
lower brightness of lights,HWU64
set an alarm for five hundred and thirty,HWU64
please mute the volume control,HWU64
give me the list of all events coming up in the next month and set notifications for all of them,HWU64
remind me that i like that song,HWU64
blanket definition,HWU64
it's dark in here,HWU64
please put all the lights,HWU64
please find all name start with alphabetic of g and create a list,HWU64
tell me it one more again please.,HWU64
"hmm, i think incorrect answer.",HWU64
put on the screen the lists i have available,HWU64
do not really care.,HWU64
what is the amount for train ticket booking,HWU64
two am removed,HWU64
book an uber to los angeles cinemas in one hour,HWU64
please brighten the lights,HWU64
good food,HWU64
how often does the train arrive and depart from penn station,HWU64
cancel the alarm that is set for tomorrow at eight am,HWU64
save my opinion on the currently playing song,HWU64
by remote sensor,HWU64
how slow is traffic on the five,HWU64
please further rephrase it.,HWU64
give me the list of the top five safest cars to buy,HWU64
what is the time in india when the time in us is twelve pm,HWU64
initiate cleaning process,HWU64
next episode of nyt podcast,HWU64
how far is walmart from here,HWU64
olly can you shut off.,HWU64
please make a list of thing i have to shop tomorrow,HWU64
don't talk until i ask you to,HWU64
please check last thing said.,HWU64
"it was good one, thank you very much.",HWU64
open uber and book a car for twelve o'clock,HWU64
what kind of musical events are happening around here this week,HWU64
open radia,HWU64
can you play monopoly with me,HWU64
i really ska music,HWU64
do i have a number for jerry,HWU64
please elaborate once again to me.,HWU64
did you get my last command correctly?,HWU64
list all the nearby shops,HWU64
please change time zone to india,HWU64
current time new york,HWU64
remind me if i miss my evening walk routine,HWU64
call me a cab,HWU64
please clarify once again.,HWU64
could you please shut down.,HWU64
thanks for reminding me.,HWU64
what is happening with brexit today,HWU64
tvs stock price,HWU64
turn off lights in my room,HWU64
horoscope,HWU64
search earliest trains to brooklyn ny weekends and holidays,HWU64
cut wemo power please,HWU64
order one pizza from pizza hut,HWU64
what a wonderful song can you save what i just said for me,HWU64
mobile device explanation,HWU64
myspace,HWU64
please will you shut up.,HWU64
look up movies near me,HWU64
please let me know the exchange rate between indian rupees and us,HWU64
remove all the events in my calendar,HWU64
play candy crush,HWU64
what is john smith's home phone number,HWU64
what is the dollar price in inr,HWU64
set alarm for eight am,HWU64
what time can i call from pennsylvania and it will be business hours in australia,HWU64
tell me items that are on my shopping list,HWU64
playback tom clancy splinter cell,HWU64
where is a good wine bar near me,HWU64
aib podcast on kashmirstart it,HWU64
please set the lights to green,HWU64
what's going on facebook,HWU64
run vacuum cleaner,HWU64
show me where i can find a hamburger,HWU64
please speak loud,HWU64
add a reminder to april fourth to go to the dentist,HWU64
ted talks,HWU64
confirm detail please.,HWU64
play me all jazz music,HWU64
order general t'so eggroll to go,HWU64
call me at six am,HWU64
start coffee,HWU64
divide one thousand five hundred by one hundred and sixty,HWU64
remove events from calendar,HWU64
is there anything exciting on twitter today,HWU64
there is a pile of torn paper on the rug to suck up,HWU64
i want to drink the coffee that you made,HWU64
"it is unimportant for me, olly.",HWU64
is the exchange rate changed from yesterday,HWU64
decrease the volume,HWU64
nearest walmart location,HWU64
record the opinion of each individual about this song,HWU64
i don't really mind to choose any one.,HWU64
please tell me a joke that i'll think is funny,HWU64
olly i would like you just stop it.,HWU64
what is hurricane,HWU64
tell chris i will be late through email,HWU64
can you book me a taxi,HWU64
show me the name of the song playing right now,HWU64
please raise the volume of speaker,HWU64
what song in the theme song for frasier,HWU64
turn off the lights,HWU64
remind me to order more soap,HWU64
the song playing now is released by which artist,HWU64
list things on my list,HWU64
favourite podcast,HWU64
"that's great one, thanks.",HWU64
what is amber stevens address it is in my contacts,HWU64
let's play tic tac toe,HWU64
is my school alarm set,HWU64
list the shops near me,HWU64
play music from where you left off,HWU64
check to see if my mom sent me any emails,HWU64
what day does my birthday fall on next year,HWU64
i wish to go for cheap shopping is there any dollars shop nearby,HWU64
how far is it from tokyo to dallas,HWU64
use that email address as a contact,HWU64
say something funny,HWU64
look up news articles about trump,HWU64
give me best cooking ideas,HWU64
set an alarm at six in the morning,HWU64
"perfect work, you've done well, olly.",HWU64
save that song and my opinion,HWU64
what is the deepest point on earth,HWU64
whats the best way to france,HWU64
is there any new mail for me,HWU64
please play a podcast,HWU64
find a recipe for homemade bread,HWU64
confirm that my notification is set to remind me when i leave,HWU64
tell me what i said one more time again please.,HWU64
where's the best and most affordable place to stay in san diego,HWU64
"that's cool,.",HWU64
would you tell me that once again.,HWU64
how do i set my coffee machine to make coffee,HWU64
alarm status,HWU64
please update me on my social media accounts,HWU64
"you have done it right thanks, olly.",HWU64
please tell me the latest news about the election scenario in our state,HWU64
who has responded to my business within the last twenty four hours,HWU64
can turkeys fly,HWU64
how many degrees is it in orange tx right now,HWU64
what do you do with my personal data,HWU64
remove the santana music list,HWU64
find me a train ticket for the next trip to washington dc,HWU64
turn on the lights,HWU64
equalize the bass of this music,HWU64
play magic run after thirty min,HWU64
play for me american idol show,HWU64
what events are happening in los angeles,HWU64
turn room light off,HWU64
remind me clock that i have a event,HWU64
show todays events in new york,HWU64
what are they saying about donald trump on this topic,HWU64
check all new emails in my inbox,HWU64
does it offer pick up,HWU64
name the artist who sang hotel california,HWU64
call pizza hut and find out if my order is ready,HWU64
i would like to play tetris,HWU64
add the new email to my contacts,HWU64
i am not so clear about your answers.,HWU64
how long until we get to chicago,HWU64
please turn off the lights in this room,HWU64
please start my podcast,HWU64
book a taxi for me,HWU64
adjust the lights to a lower setting please,HWU64
what's your favorite color,HWU64
what did you mean by saying it.,HWU64
delete shopping list,HWU64
what is the departure time for the next train leaving new york city,HWU64
two pm set,HWU64
how do i cook a meatloaf,HWU64
how is jennifer garner's career doing,HWU64
please darken the lights,HWU64
any traffic issues today,HWU64
taxi uber,HWU64
"do not really mind for whatever, olly.",HWU64
was this song in the top twenty,HWU64
tell me about mary s.,HWU64
i couldn't hear you repeat that louder,HWU64
say that again.,HWU64
how do i get to the grocery store,HWU64
any one is okay to me.,HWU64
olly will you please shut down.,HWU64
check someone's recent emails,HWU64
which alarms are set in the phone,HWU64
can i have cup of coffee,HWU64
please can you check that.,HWU64
what is two hundred divided by ten,HWU64
go to the station fm ninety six point five,HWU64
i want to listen to one oh one point one the whiz,HWU64
please increase volume,HWU64
i like red colour for my home change it,HWU64
remove alarm if any,HWU64
i need to figure out this percentage,HWU64
be my clock,HWU64
will you tell me that once more please.,HWU64
search for the correct game,HWU64
"that's good one, thank you very much, olly.",HWU64
can you turn off kitchen light for me,HWU64
what's the weather forecast for today,HWU64
what on my play list,HWU64
book a taxi to go to the movies at one,HWU64
activate silent,HWU64
please change the volume to mute,HWU64
play billybob show on bbc radio four,HWU64
what is a funny joke about car,HWU64
show me rediff masala,HWU64
hey email jan about our meeting,HWU64
turn all lights on,HWU64
give me train times from station to location,HWU64
how many yen for each dollar,HWU64
what are the estimated temperatures this afternoon,HWU64
play real racing three game,HWU64
define swerving,HWU64
cut off the bathroom lights,HWU64
play my bookmarked audiobook,HWU64
how many shares of apple can i get for,HWU64
what are the ingredients necessary,HWU64
please will you reset.,HWU64
give me the definition of the word armor,HWU64
please turn on the wemo plug socket,HWU64
todays a lovely day what the date,HWU64
speak all items for to day,HWU64
delete last item listed,HWU64
change light colour to blue,HWU64
can you change the lights to white,HWU64
remind me about my alarms today,HWU64
play the davinci code,HWU64
see see for me the alarms that you have set tomorrow morning,HWU64
what's on the radio right now,HWU64
how many lists are open,HWU64
which book fair events are taking place next week in washington dc,HWU64
play music by taylor swift,HWU64
explain further on last sentence to me please.,HWU64
email my boss that i will be late today because of an emergency and apologize to him for missing the meeting,HWU64
olly i'd like you just cancel it.,HWU64
delete my shopping list,HWU64
please turn off the porch light,HWU64
"i wouldn't really bother, olly.",HWU64
amazon stock price,HWU64
will the temperature be in the today,HWU64
could you suggest some fun in new york,HWU64
what are the current movies playing in me area,HWU64
put hamburger on my grocery list,HWU64
fresh list,HWU64
please create a new list for me,HWU64
share me a joke,HWU64
time time is the holiday party at the office,HWU64
post to twitter got a hectic day ahead,HWU64
add my spin class to the calendar for saturday at seven am,HWU64
be funny for me,HWU64
four plus five equals nine,HWU64
i need to hear sound on my speakers,HWU64
can you bring me a nice coffee,HWU64
order two cheeseburgers from wings n. ale on university drive,HWU64
what do i have next to do,HWU64
mute volume now,HWU64
what is the time in hyderabad,HWU64
yeah wonderful.,HWU64
search the contact,HWU64
would you check and confirm detail please.,HWU64
book a train ticket from canada to las vegas,HWU64
show me what day the thirty first is on,HWU64
please delete all meeting after seven am,HWU64
answer email,HWU64
play led zeppelin houses of the holy,HWU64
delete the shopping list,HWU64
open a new email to contact,HWU64
show me the time in new york city,HWU64
when was this song recorded,HWU64
how long is it from dalls to san antonio by train,HWU64
please read me my alarms,HWU64
what is computer,HWU64
what events are scheduled for this weekend in me area,HWU64
would you shut down please.,HWU64
tweet for me the complaint about drainage choke up,HWU64
fun things to do today,HWU64
are there any special events in my town,HWU64
can you book me a train ticket to bombay for tomorrow in any train,HWU64
can you turn up the volume,HWU64
will you shut up.,HWU64
please send a notification when john replies,HWU64
i wouldn't really care.,HWU64
remove my alarm for tomorrow morning,HWU64
will you tell me what you have said one more time please.,HWU64
please set the lights off in the living room,HWU64
please make the lights blue,HWU64
play the local r. n. b. radio station,HWU64
change background,HWU64
please save this song,HWU64
do i have a date for tonight,HWU64
what time is it in london,HWU64
what time i am waking up tomorrow,HWU64
do i need to wear a coat today,HWU64
"oh that's good, olly.",HWU64
turn the smart plug on,HWU64
what's the exchange rate between the us dollar and the euro,HWU64
schedule city cab from home to airport at eight am,HWU64
olly please could you shut up.,HWU64
please make coffee,HWU64
what is my location,HWU64
read me my alarms,HWU64
i need ninety nine point five please,HWU64
who won the sports game last night,HWU64
tweet insight cable's customer service and tell them i have been waiting on hold for thirty minutes,HWU64
which restaurant is there in shivaji nagar,HWU64
play snake with me,HWU64
please play podcasts on science,HWU64
what is my grocery list,HWU64
listen to this song,HWU64
do i have anything planned for the twenty first,HWU64
update me on my emails,HWU64
could you create a new list for me,HWU64
is it true the gym is seven miles away,HWU64
play me john's podcast,HWU64
skip to the next podcast,HWU64
jazz could be choice for me,HWU64
yeap you've gotten the command correcly.,HWU64
thanks for asssistance.,HWU64
order a pizza,HWU64
what are today's headlines,HWU64
remove the alarm set for four hundred am,HWU64
play compassionate cook episode twenty three,HWU64
play any song of arijit singh,HWU64
take me to tnagar,HWU64
when is dale's birthday,HWU64
what's the current temperature outside,HWU64
no lunch date tomorrow,HWU64
which was that coldplay song i listened to yesterday evening can you play it again,HWU64
what places can i order takeout from near by,HWU64
will you explain me more on what you just said please.,HWU64
is it supposed to rain tomorrow,HWU64
whats the latest,HWU64
rahul contact,HWU64
please clear jeff's birthday from the calendar,HWU64
erase my next event,HWU64
i do not know.,HWU64
set the coffee maker to on,HWU64
what is the stock price of hdfc,HWU64
turn on the lights that are outdoors,HWU64
turn up the brightness,HWU64
where do people shop for clothes here,HWU64
new reminder at three pm,HWU64
re add eggs to the list,HWU64
the command was confirmed.,HWU64
its too bright in here,HWU64
check out my to do list,HWU64
power down the plug socket one,HWU64
google find and play florida georgia line the one with nelly,HWU64
what went on in the world today,HWU64
please will you explain me more on what you've said.,HWU64
whats up with my takeaway,HWU64
check email client,HWU64
remove a list of employees,HWU64
speak again please.,HWU64
mute for one hour,HWU64
turn the volume up,HWU64
turn off the bedroom lamp,HWU64
if it's ten pm in california what time is it in alabama,HWU64
whats a new sci fi movie,HWU64
i like you to check it please.,HWU64
yes amazing response.,HWU64
what's the time in new york,HWU64
turn up the volume,HWU64
kindly switch off the light in the drawing hall,HWU64
please give me today's date,HWU64
play the college baseball game,HWU64
what is a good place for cruise,HWU64
change the color of my porch lights to green,HWU64
lower the volume of the speakers,HWU64
start my bible study book again,HWU64
can you get me train ticket prices please,HWU64
remember to put carrots in there,HWU64
what are you doing,HWU64
book ola for airport today evening,HWU64
decrease brightness of lights,HWU64
please check my playlists for jazz music,HWU64
what is the definition of this,HWU64
is alex saved in my contacts list,HWU64
display stock price for lexmark international,HWU64
what time is set for my wake up alarm,HWU64
what is the nuclear triad,HWU64
i would like to order some takeout,HWU64
add something to my list,HWU64
add sarah as email contact,HWU64
what's three plus three hundred and fifty five,HWU64
let me hear a joke,HWU64
turn the volume down,HWU64
can you start the vacuum,HWU64
get me fresh news,HWU64
i need to play sims,HWU64
please check and tell me where is the location of toms new business,HWU64
it's quiet time,HWU64
please turn the lights off,HWU64
describe blanket,HWU64
"oh no, you did task all wrong.",HWU64
set the living room lights to red,HWU64
how do i buy tickets for that,HWU64
play hoizer radio station from my pandora app,HWU64
can you please turn off the light of my bed room,HWU64
how do i cook a pasta,HWU64
change my house lights colour to blue,HWU64
has mike sent me an email,HWU64
can you order me some buffalo chicken pizza,HWU64
repurchase last train ticket to phillyx,HWU64
please can you shut off.,HWU64
email chris add following content sorry i will be late today,HWU64
period the light should be in dim,HWU64
i want to listen to rock,HWU64
add this email to my contacts,HWU64
you've got the command exactly.,HWU64
destroy all events,HWU64
"uh no, you've done in wrong manner.",HWU64
music change,HWU64
is there email id of john in the list,HWU64
what are the events taking place in new york today,HWU64
please turn off the plug socket of my phone when it'll be charged,HWU64
let me see my alarms,HWU64
yeap correct response.,HWU64
activate robot cleaner in an hour,HWU64
i want to know how to make a chicken in the oven,HWU64
what is the time for the eastern time zone,HWU64
can you start the roomba,HWU64
have i received any emails since noon,HWU64
did i get an email from jen last night,HWU64
change my plan erase my next event,HWU64
book me a taxi for one pm,HWU64
play book,HWU64
yeah you have got my instructions right.,HWU64
check my email messages,HWU64
i want to listen to the podcast of the super bowl this past year,HWU64
what movies is out there in the local cinema,HWU64
resuming playing my current audio book,HWU64
play the jungle book,HWU64
i want you to remove this event,HWU64
anything is okay for me.,HWU64
find funny jokes,HWU64
how hot is it in quebec,HWU64
"i appreciate it, it is great one, olly.",HWU64
how do i change the color of the lights,HWU64
get me some radio music from kamp fm,HWU64
check and confirm that please.,HWU64
get more information on geographic information about this place,HWU64
shut up,HWU64
play what live,HWU64
please would you confirm detail.,HWU64
queue up ymca,HWU64
turn off lobby light,HWU64
turn off the office lights,HWU64
tell me the street address of my facebook friend george,HWU64
olly shut up.,HWU64
what movies are playing this week,HWU64
display address of john,HWU64
set my alarm for time,HWU64
current time please,HWU64
what will be the highest temperature in coming week,HWU64
brew me some coffee,HWU64
tweet to the customer service account of starbucks,HWU64
give some of delete in today events,HWU64
what's traffic look like over the golden gate bridge,HWU64
remove the list of person starting from letter m in my contact list,HWU64
how soon is my anniversary,HWU64
give details of rock sand,HWU64
down,HWU64
house change all lights to blue,HWU64
base on my audiobook collection get me recommendation related audio book i should listen get and play me the resume,HWU64
add valia's wedding the next saturday at eight o clock,HWU64
how many hook ups had richard feynman,HWU64
how do you make sunny side up eggs,HWU64
buy a train ticket from lakeland florida to new york,HWU64
i want the lights less brighter,HWU64
what are the titles of the lists in contacts,HWU64
did the yankees win last night,HWU64
start music,HWU64
yeah fantastic response to command.,HWU64
events happening between eight am and five pm today,HWU64
what's new on my facebook account,HWU64
what are the list of things i need to buy today,HWU64
open saga,HWU64
will there be a farmers market in the area this weekend,HWU64
what time does the train to place leave,HWU64
create a list for the following,HWU64
would you play some music please,HWU64
is anything different today about blank,HWU64
yeap get that right.,HWU64
send a tweet to national grid,HWU64
please don't shuffle songs in music player just playing continuously,HWU64
how do i duct tape a gooseto apig,HWU64
check my list,HWU64
cut off noise,HWU64
thanks but i think you do not understand this right.,HWU64
any fast food meal offers,HWU64
resume harry potter book one,HWU64
how often do you complete updates,HWU64
look up the meaning of logic,HWU64
recipes that can be cooked in an hour,HWU64
i want a train ticket to oregon,HWU64
what's interesting around here,HWU64
play the next episode of this series,HWU64
video games,HWU64
tweet @wendys that i don't like their product,HWU64
can i order olive garden to go,HWU64
find me the perfect girlfriend,HWU64
remove the last item,HWU64
send a tweet to kroger about being overcharged for groceries,HWU64
can you play my favorite music,HWU64
what are trending topics on twitter right now,HWU64
i cant hear a thing,HWU64
how much is one u. s. d. in inr,HWU64
will you reset.,HWU64
what times are my alarms set for,HWU64
remember this email,HWU64
what is the funniest joke ever,HWU64
will arby's offer takeaway,HWU64
how is traffic from work to home,HWU64
please tweet the following complaint,HWU64
what's the news in politics,HWU64
play my video game news podcast starting where i left off,HWU64
running competitions on the west side,HWU64
what day of the week does the fifteenth of march fall on,HWU64
report the current time in oakland,HWU64
what is the exchange rate between u. s. d. and euro,HWU64
volume louder please,HWU64
add apahelp@yahoo dot com in my contact list,HWU64
i like you confirm details please.,HWU64
turn the room light off,HWU64
calculate a close integral of exponential function from zero to five,HWU64
what does apple of my eye mean,HWU64
what is the square root of forty two,HWU64
remove my earliest alarm for tomorrow,HWU64
please will you confirm command.,HWU64
add the song to my favorites,HWU64
hey i want to send an email to my friend,HWU64
please play football with me,HWU64
what time does the first train depart from chicago,HWU64
what music genre do i play most,HWU64
whats the average temperature in mangalore for this week,HWU64
please tell me some international news,HWU64
book me a train ticket for saturday,HWU64
how was the traffic now,HWU64
where can i order takeout,HWU64
what will be the time now in washington,HWU64
can you tell me a joke,HWU64
add this new email with contact,HWU64
facebook,HWU64
remove my to do list,HWU64
find the nearest uber,HWU64
system pull any traffic news for my commute,HWU64
say some jokes,HWU64
please could you confirm instruction.,HWU64
set a continuous alarm without the option to snooze for seven am please,HWU64
i don't quite catch that.,HWU64
can you please give me john's email,HWU64
make the bedroom lights light blue,HWU64
i was not clear about your response.,HWU64
change the lights to red,HWU64
show me the shortest route towards nearest train station,HWU64
remove the alarm,HWU64
can you turn the volume up,HWU64
stock details,HWU64
read that list back to me please,HWU64
evaluate today's schedule,HWU64
turn off my room lights,HWU64
i want a train ticket to edinburgh,HWU64
please mute yourself,HWU64
remove event from my list,HWU64
yeah you've understood my instructions perfectly.,HWU64
keep me informed about bitcoin price,HWU64
did you get the detail correctly?,HWU64
i need some coffee,HWU64
if idle then turn off else turn on,HWU64
what does session mean,HWU64
start me a new list,HWU64
play radio station,HWU64
please make me a coffee,HWU64
add grocery to list,HWU64
play the serial podcast,HWU64
show me derek's contact information,HWU64
evaporated,HWU64
can you backward an episode in the podcast,HWU64
change the time zone from irish time zone to moscow time zone,HWU64
is my work alarm set for tomorrow,HWU64
change the light color to red,HWU64
book taxi for now,HWU64
give me the opening stock price of infosys technologies today,HWU64
remove all alarms if any,HWU64
open chess play against me,HWU64
did you change the wallpaper,HWU64
give me the exchange rate between united states dollar and canadian dollar,HWU64
turn on shuffle,HWU64
change color,HWU64
delete my calendar,HWU64
twelve am removed,HWU64
make a call to,HWU64
get me new definition,HWU64
how many numbers are saved for alex,HWU64
can you tell me the time in new york,HWU64
play audiobook of planets,HWU64
olly that's all.,HWU64
how many alarms are currently on my phone,HWU64
convert g. m. t. to ist,HWU64
order a train ticket to los angeles,HWU64
did anybody post on facebook today,HWU64
what does pro bono mean,HWU64
i'd love to hear any song that i've given five stars by serge gainsbourg,HWU64
will you please turn off the smart plug,HWU64
remove grocery list please,HWU64
can you play tic tac toe,HWU64
wouldn't mind for anything.,HWU64
pull up the complaint website for starbucks,HWU64
what is on this list,HWU64
save my spotify preferences,HWU64
lower lights in my room,HWU64
please clean my calendar,HWU64
please play recently paused audio,HWU64
give me the headline news,HWU64
light settings,HWU64
use vacuum cleaner in the hall,HWU64
olly i would like you just cancel it.,HWU64
what bands are playing close by,HWU64
what is the plot of the most recent will smith movie,HWU64
book a train ticket for me,HWU64
a new list to be created by tomorrow,HWU64
read the audiobook of war of the roses,HWU64
mute speakers,HWU64
turn lights in the room off,HWU64
i like this song what is it can you please repeat it once,HWU64
do you think today will be nice out,HWU64
save this email in my contact for future use,HWU64
current traffic conditions,HWU64
start podcast mlb daily,HWU64
create appointment to list,HWU64
any events this weekend in pondichery,HWU64
what is i. b. m.'s stock worth,HWU64
tell me some funny joke to laugh,HWU64
play the latest games,HWU64
set my alarm for six am tomorrow,HWU64
how many events on my list,HWU64
celebrities,HWU64
how many legs does a dog have,HWU64
please add smithjoe@email dot com to the contact information for joe smith,HWU64
check the dish price and all,HWU64
look to see if luigi's has takeaway,HWU64
is there bad traffic on the highway right now,HWU64
i need a six am wakeup call,HWU64
check last thing i said please.,HWU64
i want to hear the radio,HWU64
can you call a taxi,HWU64
save to contacts,HWU64
turn off my alarm,HWU64
raise the volume of the speakers,HWU64
wine shop,HWU64
start email for address not in contacts,HWU64
what is a good way to make steak,HWU64
where is miami,HWU64
would you stop it.,HWU64
turn on living room radio,HWU64
what's next on the list,HWU64
olly cancel alarms,HWU64
save this channel on pandora please,HWU64
how many kilograms is two hundred and ten pounds,HWU64
what is sean connery's birthday,HWU64
what is the month day and year,HWU64
are there any alarms,HWU64
delete the events from the calendar on twenty eighth march,HWU64
what should i watch today,HWU64
tell me the stock rate of hyundai,HWU64
send report to consumer service,HWU64
create packing checklist,HWU64
what does the traffic look like headed to la,HWU64
tweet complaint to sony consumer service,HWU64
how old is kim kardashian,HWU64
change your colors to something different,HWU64
would you like to play a game,HWU64
what mexican food is around me,HWU64
shut down please.,HWU64
set an alarm for one hour from now,HWU64
what is fourteen divided by two,HWU64
open terry's email,HWU64
get louder,HWU64
"great job, you have done well.",HWU64
did you get the last thing said correctly?,HWU64
set my alarm for tuesday at six pm,HWU64
write a tweet of complaint about my tv to samsung,HWU64
how much for a train ticket,HWU64
add email address iamironman@gmail dot com,HWU64
olly could you shut down.,HWU64
book train ticket to ny,HWU64
please list the available rain trips to location a,HWU64
few traffic roads,HWU64
delete all details in event,HWU64
it was not clear.,HWU64
olly that is enough.,HWU64
honda stock price,HWU64
did i leave the light on in the garage,HWU64
how about the latest news,HWU64
play last reason podcast,HWU64
brighten light,HWU64
give me all ice cream shops within two miles,HWU64
please start the coffee,HWU64
place alarm at five o'clock morning,HWU64
start my audio book from where i left off,HWU64
open audible and continue playing the book that i was listening to,HWU64
can you create a new list,HWU64
refer the stock price of hdfc,HWU64
send email to gary,HWU64
start vacuum,HWU64
is there room on my grocery list for an extra item,HWU64
show alarms,HWU64
please give me the latest feed updates,HWU64
can you pull up the dave ramsey podcast that aired on monday,HWU64
start my most recently played podcast,HWU64
what is a cookie recipe,HWU64
what time are my alarms set for,HWU64
what should i do this weekend,HWU64
once again elaborate me on that.,HWU64
please read me my current lists,HWU64
i want the music to be saved can you do it for me,HWU64
can you please confirm what said.,HWU64
recommend a romantic comedy in me area,HWU64
if there any alarm is set then let me know,HWU64
what is the exchange rate between u. s. d. and inr,HWU64
can you check train schedule to berkeley,HWU64
i want a train ticket from los angeles to phoenix,HWU64
can the lights be changed to green,HWU64
go to youtube and play me the best wedding songs collection,HWU64
how does it feel outside,HWU64
"you are the best,.",HWU64
how warm is it in columbus ohio,HWU64
shuffle song,HWU64
what are the chances of the stock market closing below the two hundred moving average in the next fourteen days,HWU64
i am sorry but it's not the right answer.,HWU64
turn on the wemo plug,HWU64
can you give me a recipe for homemade chicken noodle soup,HWU64
show me a map of everywhere the cat has been this week,HWU64
"s2, i could not quite catch up with you.",HWU64
report the time in miami,HWU64
what's going on around the neighborhood,HWU64
i want the coffee machine to make me coffee,HWU64
add coffee to the grocery list,HWU64
time and date of today,HWU64
latest technologies gadgets,HWU64
play flappy bird,HWU64
lower the light level in my house,HWU64
find a taxi for me,HWU64
what is the time difference between here and japan,HWU64
give me current information about traffic at central park road,HWU64
shut off the socket,HWU64
save all of my preferences information specific to songs,HWU64
is there any post from my friend mike in facebook,HWU64
"s2, i can not quite catch that.",HWU64
talk quieter please,HWU64
are there any emails i haven't read yet,HWU64
what's his number,HWU64
that's a good song,HWU64
can i pick up my large order at pizza hut,HWU64
lower volume,HWU64
tell me what lists i have,HWU64
tell me the current weather for danville il,HWU64
get news from bbc,HWU64
i want to have a new playlist of songs,HWU64
open subway surfers,HWU64
turn on my pandora radio,HWU64
yeap the command was exact.,HWU64
what are good movies playing now,HWU64
is this program is scheduled,HWU64
what's my stock fluctuations,HWU64
get command exactly.,HWU64
add pencil to school supplies list,HWU64
add this one also,HWU64
exchange euro to dollar,HWU64
it was wonderful.,HWU64
tweet a complaint to local municipality,HWU64
status of weather,HWU64
tell me how to make tacos,HWU64
bedroom light off,HWU64
coffee make now,HWU64
how much is five dollars worth in euros,HWU64
calendar event send invite bill malinda,HWU64
can you please remove the alarm,HWU64
please find me the pe most recent news on,HWU64
greg wants black coffee can you make one,HWU64
i want to play a trivia game,HWU64
what's it like outside,HWU64
has @realdonaldtrump posted anything new on twitter,HWU64
do we have morgan's office's number,HWU64
train times location,HWU64
text sarah if she is free for brunch today,HWU64
what date is my anniversary,HWU64
what are the jobs to be done today,HWU64
alarm for ten am,HWU64
please confirm my last question.,HWU64
what is the temperature,HWU64
i need to know what is the date today,HWU64
get latest news report on kidnapping in ny,HWU64
raise living room lights half way,HWU64
tell me the name of my lists,HWU64
i am sorry but that's not the correct response.,HWU64
look up the word snafu,HWU64
save new email addresses to my contacts,HWU64
i need to submit a complaint,HWU64
what alarms i have set,HWU64
set an alarm at ten tomorrow to remind me a meeting,HWU64
is there a chili cookoff this weekend,HWU64
order food,HWU64
produce a new register,HWU64
which event should i attend in my area,HWU64
play me harry potter from the place i last stopped listening on,HWU64
what is the us dollar and euro exchange rate,HWU64
show me events in sacramento,HWU64
switch light to lowest level in dining area,HWU64
include an item to a list,HWU64
what's playing in the roosendaal cinema,HWU64
tell me a good joke,HWU64
"wouldn't really mind to choose any one, olly.",HWU64
tell me the recipe for yellow rice,HWU64
do i have any new emails from sarah,HWU64
can you tell me about the traffic,HWU64
set a notification for june fifth every year,HWU64
whats happening around my town,HWU64
please clear the list,HWU64
play some boy band music,HWU64
can you reserve a ticket to grand rapids by train,HWU64
can you book an uber for me,HWU64
i would not mind for any one.,HWU64
turn off the bathroom light,HWU64
play newest reason podcast,HWU64
can you turn on the vacuum,HWU64
whatever would be good.,HWU64
ticket for delhi,HWU64
what is four plus five,HWU64
is there any chances of rain this week,HWU64
this song is too good,HWU64
is country better today or ten years ago,HWU64
tell me what is on the schedule for july seventh,HWU64
what is the current time in london,HWU64
send an email to rohit saying i am busy tomorrow,HWU64
report alarm settings,HWU64
what is mary s.'s phone number,HWU64
what date is today,HWU64
yes you have understood my instructions perfectly.,HWU64
tweet a complaint,HWU64
